mp_election_index,mp_name,nature_membership,term_start_date,term_end_date,term,pc_name,state,mp_political_party,mp_gender,educational_qualification,educational_qualification_details,mp_age,debates,private_member_bills,questions,attendance,mp_note,national_average_debate,national_average_pmb,national_average_questions,attendance_national_average,state_average_debate,state_average_pmb,state_average_questions,attendance_state_average,mp_house
170226,Narendra Singh Tomar,Elected,23-05-2019,In Office,Third Term,Morena,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"Educated at Jiwaji University, Gwalior, Madhya Pradesh",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170225,Sudhir Gupta,Elected,23-05-2019,In Office,Second Term,Mandsour,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,M.Com,64,56,6,577,0.870445344, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170216,Krishna Pal Singh,Elected,23-05-2019,In Office,First Term,Guna,Madhya Pradesh,Bharatiya Janata Party,Male,Doctorate,"B.A.M.S Educated at Bhaumulak Ayurvedic Mahavidyalaya, Nagpur",47,46,5,313,0.910931174, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170213,Prahlad Singh Patel,Elected,23-05-2019,In Office,Fifth Term,Damoh,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"B.Sc., LL.B., M.A. (Philosophy); Educated at Adarsh Vigyan Mahavidyalaya and U.T.D. Rani Durgawati University, Jabalpur (Madhya Pradesh)",63,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170231,Ganesh Singh,Elected,23-05-2019,In Office,Fourth Term,Satna,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., LL.B.; Educated at Awadesh Pratap Singh University,; Rewa and Law College, Satna, Madhya Pradesh",61,86,5,169,0.850202429, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170233,Riti Pathak,Elected,23-05-2019,In Office,Second Term,Sidhi,Madhya Pradesh,Bharatiya Janata Party,Female,Post Graduate,"B.A., M.A., L.L.B",46,60,4,278,0.975708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170220,Rakesh Singh,Elected,23-05-2019,In Office,Fourth Term,Jabalpur,Madhya Pradesh,Bharatiya Janata Party,Male,Graduate,"B.Sc.; Educated at Government Science College, Jabalpur",61,23,4,145,0.846153846, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,31.83730769,0.953846154,148.9892308,0.855004628,Lok Sabha
170224,Faggan Singh Kulaste,Elected,23-05-2019,In Office,Sixth Term,Mandla,Madhya Pradesh,Bharatiya Janata Party,Male,Post Graduate,"M.A., B.Ed. and LL.B. 
Educated at Mandla College, Dr. Hari Singh Gaur University, Sagar and Rani Durgawati University, Jabalpur (Madhya Pradesh)",64,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170267,Heena Vaijaykumar Gavit,Elected,23-05-2019,In Office,Second Term,Nandurbar,Maharashtra,Bharatiya Janata Party,Female,Post Graduate,"M.B.B.S., M.D.",36,71,9,504,0.882591093, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170283,Ramdas Chandrabhanji Tadas,Elected,23-05-2019,In Office,Second Term,Wardha,Maharashtra,Bharatiya Janata Party,Male,Graduate,Undergraduate,70,55,1,319,0.894736842, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170274,Krupal Balaji Tumane,Elected,23-05-2019,In Office,Second Term,Ramtek,Maharashtra,Shiv Sena,Male,Graduate,B.Sc,58,29,3,341,0.890688259, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170265,Nitin Jairam Gadkari,Elected,23-05-2019,In Office,Second Term,Nagpur,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.Com., LL.B. and Diploma in Business Management",66,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170249,Ashok Mahadeorao Nete,Elected,23-05-2019,In Office,Second Term,Gadchiroli-Chimur,Maharashtra,Bharatiya Janata Party,Male,Graduate,B.A.,55,47,4,257,0.87854251, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170253,Raosaheb Patil Danve,Elected,23-05-2019,In Office,Fifth Term,Jalna,Maharashtra,Bharatiya Janata Party,Male,Graduate,"Educated at J.E.S., Jalna, Maharashtra",68,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170240,Imtiaz Jaleel Syed,Elected,23-05-2019,In Office,First Term,Aurangabad,Maharashtra,All India Majlis-E-Ittehadul Muslimeen,Male,Post Graduate,"M.Com, M.B.A., M.M.C.J., Educated at Saraswati Bhuvan College, Aurangabad, MGM's Institute of Management, Aurangabad and Dr. Babasaheb Ambedkar Marathwada University, Maharashtra",55,68,1,261,0.769230769, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170254,Shrikant Eknath Shinde,Elected,23-05-2019,In Office,Second Term,Kalyan,Maharashtra,Shiv Sena,Male,Post Graduate,"M.B.B.S., MS Orthpaedics (Final Yr.)",36,108,12,522,0.789473684, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170259,Gopal Chinayya Shetty,Elected,23-05-2019,In Office,Second Term,Mumbai-North,Maharashtra,Bharatiya Janata Party,Male,Under Matric,Non-Matric,69,106,19,275,0.951417004, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170261,Manoj Kotak Kishorbhai,Elected,23-05-2019,In Office,First Term,Mumbai-North-East,Maharashtra,Bharatiya Janata Party,Male,Matric,"SSC, Matric
Educated at SMPR School, Mulund (W)",50,50,7,326,0.975708502, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170264,Rahul Ramesh Shewale,Elected,23-05-2019,In Office,Second Term,Mumbai-South-Central,Maharashtra,Shiv Sena,Male,Diploma Course,Diploma (Civil Engineering),50,130,13,479,0.935222672, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170263,Arvind Sawant,Elected,23-05-2019,In Office,Second Term,Mumbai-South,Maharashtra,Shiv Sena,Male,Graduate,B.Sc.,71,92,1,235,0.895238095,"This MP was a minister from May 2019 to Nov 11, 2019. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",34.90920847,1.26564412,173.5313897,0.788702577,44.67981979,2.42987013,308.3193262,0.743384507,Lok Sabha
170258,Shrirang Appa Barne,Elected,23-05-2019,In Office,Second Term,Maval,Maharashtra,Shiv Sena,Male,Matric,10th Class,59,152,13,577,0.939271255, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170241,Supriya Sule,Elected,23-05-2019,In Office,Third Term,Baramati,Maharashtra,Nationalist Congress Party,Female,Graduate,"B.Sc. (Microbiology); Educated at Jai Hind College, Mumbai, Maharashtra",54,223,16,580,0.935222672, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170337,Ranjeeta Koli,Elected,23-05-2019,In Office,First Term,Bharatpur,Rajasthan,Bharatiya Janata Party,Female,Under Matric,"8th Pass Educated at Rajkiya Balika Vidhlaya, Weir, Bharatpur, Rajasthan",44,37,3,280,0.951417004, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
170237,Sujay Radhakrishna Vikhepatil,Elected,23-05-2019,In Office,First Term,Ahmednagar,Maharashtra,Bharatiya Janata Party,Male,Post Graduate,"M.B.B.S., M.S. (Gen. Surgery), M.Ch. (Neurosurgery)
Educated at K.L.E. Society's Jawaharlal Nehru Medical College, Belgaum, Rural Medical College, Loni, Ahmednagar and Dr. D.Y. Patil Medical College, Hospital & Research Centre, Pune",41,101,6,457,0.769230769, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170269,Omprakash,Elected,23-05-2019,In Office,First Term,Osmanabad,Maharashtra,Shiv Sena,Male,Graduate,"B.E. (Information Technology) Appeared IInd Year Educated at Sinhgad College of Engineering, University of Pune",40,64,1,325,0.910931174, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170256,Sudhakar Tukaram Shrangre,Elected,23-05-2019,In Office,First Term,Latur,Maharashtra,Bharatiya Janata Party,Male,Inter/ Higher Secondary,Higher Secondary (12th),61,64,3,463,0.858299595, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170257,Ranjeetsinha Hindurao Naik Nimbalkar,Elected,23-05-2019,In Office,First Term,Madha,Maharashtra,Bharatiya Janata Party,Male,Graduate,"D.E.A Educated at Shivaji University, Maharashtra",46,21,3,352,0.603238866, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170275,Vinayak Bhaurao Raut,Elected,23-05-2019,In Office,Second Term,Ratnagiri-Sindhudurg,Maharashtra,Shiv Sena,Male,Post Graduate,M.A. (Political Science),69,97,2,434,0.740890688, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170250,Sambhajirao Mane Dhairyasheel,Elected,23-05-2019,In Office,First Term,Hatkanangle,Maharashtra,Shiv Sena,Male,Graduate,B.A. Educated at Yashwantrao Chavan University,42,27,3,460,0.753036437, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,52.74800161,2.884415584,352.4556898,0.743384507,Lok Sabha
170287,Vincent H Pala,Elected,23-05-2019,In Office,Third Term,Shillong,Meghalaya,Indian National Congress,Male,Graduate,"B.E. (Civil); Educated at Jalpaiguri Govt. Engineering College, North Bengal University, New Jalpaiguri, West Bengal",55,12,2,233,0.79757085, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,15.5,1,132.5,0.793522267,Lok Sabha
170304,Sangeeta Kumari Singh Deo,Elected,23-05-2019,In Office,Fourth Term,Bolangir,Odisha,Bharatiya Janata Party,Female,Graduate,"B.A. (Hons.) [Political Science], Diploma in Computer Programming Educated at Jesus and Mary College, University of Delhi and Institute of Electronics and Telecommunication Engineers (New Delhi)",61,43,1,474,0.914979757, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,39.95,0.8,190.7,0.786958238,Lok Sabha
170305,Bhartruhari Mahtab,Elected,23-05-2019,In Office,Sixth Term,Cuttack,Odisha,Biju Janata Dal,Male,Post Graduate,"M.A. (English); Educated at Utkal University, (Orissa)",65,166,10,288,0.898785425, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,39.95,0.8,190.7,0.786958238,Lok Sabha
170311,Anubhav Mohanty,Elected,23-05-2019,In Office,First Term,Kendrapara,Odisha,Biju Janata Dal,Male,Graduate,B.Com,41,76,3,167,0.736842105, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,39.95,0.8,190.7,0.786958238,Lok Sabha
170313,Saptagiri Sankar Ulaka,Elected,23-05-2019,In Office,First Term,Koraput,Odisha,Indian National Congress,Male,Graduate,Bachelor of Engineering (Computer Science),44,118,2,221,0.898785425, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,39.95,0.8,190.7,0.786958238,Lok Sabha
170327,Som Prakash,Elected,23-05-2019,In Office,First Term,Hoshiarpur,Punjab,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Economics) Educated at Punjab University, Chandigarh, Punjab",74,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170321,Manish Tewari,Elected,23-05-2019,In Office,Second Term,Anandpur Sahib,Punjab,Indian National Congress,Male,Graduate,"B.A. (Hons.) Economics, LL.B; Educated at Punjab University, Chandigarh and University of Delhi, New Delhi",57,72,6,195,0.955465587, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,35.12878788,1.303030303,99.68939394,0.703872954,Lok Sabha
170330,Ravneet Singh,Elected,23-05-2019,In Office,Third Term,Ludhiana,Punjab,Indian National Congress,Male,Graduate,"B.C.A., Educated at Guru Nanak Public School, Chandigarh and Eastern Institute for Integrated Learning in Management University, Sikkim",47,50,5,335,0.910931174, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,35.12878788,1.303030303,99.68939394,0.703872954,Lok Sabha
170343,Nihalchand,Elected,23-05-2019,In Office,Fourth Term,Ganganagar,Rajasthan,Bharatiya Janata Party,Male,Graduate,"B.A. 
Educated at Rai Singh Nagar (Ajmer University)",52,97,9,289,0.890688259, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
170339,Arjun Ram Meghwal,Elected,23-05-2019,In Office,Third Term,Bikaner,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"M.A. (Pol. Science); Educated at Sri Dungar College, Bikaner and University of Phillipine, Phillipines",69,N/A,N/A,N/A,N/A,"This MP is a minister. Ministers represent the government in debates, so we do not report their participation. They do not sign the attendance register, ask questions, or introduce private member bills. Data corresponds to the period from 01-06-2019 to 11-08-2023.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lok Sabha
170341,Rahul Kaswan,Elected,23-05-2019,In Office,Second Term,Churu,Rajasthan,Bharatiya Janata Party,Male,Graduate,"B.Com., PGDM",46,93,3,255,0.963562753, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
170308,Sarmistha Sethi,Elected,23-05-2019,In Office,First Term,Jajpur,Odisha,Biju Janata Dal,Female,Information Not Available,Information Not Available,49,27,0,189,0.578947368, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,39.95,0.8,190.7,0.786958238,Lok Sabha
170350,Manoj Rajoria,Elected,23-05-2019,In Office,Second Term,Karauli-Dholpur,Rajasthan,Bharatiya Janata Party,Male,Post Graduate,"B.H.M.S., M.D.(Homoeopathy)",53,84,9,280,0.931174089, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
170352,Hanumana Ram,Elected,23-05-2019,In Office,First Term,Nagaur,Rajasthan,Rashtriya Loktantrik Party,Male,Graduate,"B.A. LLB., Diploma in Co-operative
Educated at Rajasthan University",51,180,2,246,0.923076923, Data corresponds to the period from 01-06-2019 to 11-08-2023.,42.65199929,1.503726557,191.4075709,0.788702577,74.14285714,2.714285714,252.5714286,0.906497012,Lok Sabha
